DBID,Date,Animal Type,Species,Alive/Dead,Area,State,Longitude,Latitude,Est/Exact,Length,Width,Weight,Sex,Injured,Injury Desc.,Notes
340,17-08-99,Turtle,Leatherback,Moderate Decomposition,"Cayucos, Between Cayucos And Abalone Farm, 4 Mile North Of Cayucos",California,0,0,No Data,0,0,0,No Data,No Data,,
341,01-09-99,Turtle,Leatherback,Moderate Decomposition,"Cambria, Shamel County Park",California,0,0,No Data,0,0,0,No Data,No Data,,
342,07-09-99,Turtle,Leatherback,Advanced Decomposition,"Coronado, Approx. 1 Mile South Of Tower 1 On Beach In Front Of Navy Facility",California,0,0,No Data,0,0,0,No Data,No Data,,
343,12-03-00,Turtle,Leatherback,Advanced Decomposition,"San Clemente Island, Pyramid Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
344,30-04-01,Turtle,Leatherback,Alive,"Monterey, Offshore Monterey",California,0,0,No Data,0,0,0,No Data,No Data,,
345,21-06-01,Turtle,Leatherback,Advanced Decomposition,"Oceanside, Jetty North Of Oceanside Pier",California,0,0,No Data,0,0,0,No Data,No Data,,
346,18-07-01,Turtle,Leatherback,Moderate Decomposition,"Montana De Oro State Park, On Beach At South End O",California,0,0,No Data,0,0,0,No Data,No Data,,
347,27-08-01,Turtle,Leatherback,Alive,"Malibu, Offshore Paradise Cove Pier",California,0,0,No Data,0,0,0,No Data,No Data,,
348,30-07-02,Turtle,Leatherback,Moderate Decomposition,"Cambria, Moonstone Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
349,06-08-02,Turtle,Leatherback,Advanced Decomposition,"Morro Bay, Near Campground At Morro Strand State Beach South",California,0,0,No Data,0,0,0,No Data,No Data,,
350,01-09-02,Turtle,Leatherback,Advanced Decomposition,"Morro Bay, Morro Bay Harbor, Near T Pier",California,0,0,No Data,0,0,0,No Data,No Data,,
351,23-02-03,Turtle,Leatherback,Alive,"Bodega Bay, Bodega Bay Harbor",California,0,0,No Data,0,0,0,No Data,No Data,,
352,26-07-03,Turtle,Leatherback,Dried Mummified / Skeleton,"Oxnard, Mcgrath State Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
353,27-07-04,Turtle,Leatherback,Fresh Dead,"La Jolla, Black's Beach, 0.5 Miles North Of Southwest Fisheries Science Center Building",California,0,0,No Data,0,0,0,No Data,No Data,,
354,07-08-05,Turtle,Leatherback,Moderate Decomposition,"San Clemente, Near San Clemente Pier",California,0,0,No Data,0,0,0,No Data,No Data,,
355,21-08-05,Turtle,Leatherback,Advanced Decomposition,"San Francisco, Fort Funston Beach, Directly Below Hang Glider Launching Pad",California,0,0,No Data,0,0,0,No Data,No Data,,
356,06-09-05,Turtle,Leatherback,Advanced Decomposition,"San Francisco, Fort Funston Beach, Golden Gate National Recreation Area",California,0,0,No Data,0,0,0,No Data,No Data,,
357,08-09-05,Turtle,Leatherback,Advanced Decomposition,"San Francisco, Fort Funston, In Front Of Outflow Pipe",California,0,0,No Data,0,0,0,No Data,No Data,,
358,16-09-05,Turtle,Leatherback,Advanced Decomposition,"Point Reyes National Seashore, Rca Beach, Point Reyes National Seashore",California,0,0,No Data,0,0,0,No Data,No Data,,
359,28-07-06,Turtle,Leatherback,Moderate Decomposition,"Santa Cruz Island, Scorpion Anchorage Pier",California,0,0,No Data,0,0,0,No Data,No Data,,
360,19-12-07,Turtle,Leatherback,Dried Mummified / Skeleton,"San Francisco, Ocean Beach, Golden Gate National Recreation Area, Foot Of Irving St.",California,0,0,No Data,0,0,0,No Data,No Data,,
361,09-08-08,Turtle,Leatherback,Fresh Dead,"Cayucos, Offshore Cayucos Point, In Kelp Bed",California,0,0,No Data,0,0,0,No Data,No Data,,
362,06-09-08,Turtle,Leatherback,Advanced Decomposition,"Moss Beach, Fitzgerald Marine Reserve",California,0,0,No Data,0,0,0,No Data,No Data,,
363,29-09-08,Turtle,Leatherback,Moderate Decomposition,"Fort Bragg, Offshore Fort Bragg",California,0,0,No Data,0,0,0,No Data,No Data,,
364,12-10-08,Turtle,Leatherback,No Data,"Monterey, Monterey Dunes Colony",California,0,0,No Data,0,0,0,No Data,No Data,,
365,13-10-08,Turtle,Leatherback,Advanced Decomposition,"Klamath, False Klamath Cove, Just South Of Wilson Creek, Redwoods National Park",California,0,0,No Data,0,0,0,No Data,No Data,,
366,20-10-08,Turtle,Leatherback,Advanced Decomposition,"Montara, Montara State Beach, South End Of The Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
367,04-07-09,Turtle,Leatherback,Advanced Decomposition,"Pescadero, Pescadero Beach South. Right As You Enter Parking Lot From Hwy 1. Follow Stairs Down To Beach, Just Around Corner. ",California,0,0,No Data,0,0,0,No Data,No Data,,
368,25-07-12,Turtle,Leatherback,Moderate Decomposition,"Monterey, Floating In Water By Monterey Coast Guard Jetty",California,0,0,No Data,0,0,0,No Data,No Data,,
369,20-09-15,Turtle,Leatherback,Moderate Decomposition,Offshore Of Golden Gate Bridge,California,0,0,No Data,0,0,0,No Data,No Data,,
370,25-08-18,Turtle,Leatherback,Fresh Dead,"Cayucos, Morro Strand State Beach North, North Of Torro Creek Road",California,0,0,No Data,0,0,0,No Data,No Data,,
371,11-05-80,Turtle,Leatherback Sea Turtle,Alive,Off Westport,Washington,-124.123,46.903,Estimate,0,0,0,Unknown,No Data,,
372,03-10-81,Turtle,Leatherback Sea Turtle,Dead,Port Angeles,Washington,-123.467,48.131,Estimate,0,0,0,Unknown,No Data,,
373,23-09-84,Turtle,Leatherback Sea Turtle,Live,Off Westport,Washington,-124.123,46.903,Estimate,0,0,0,Unknown,No Data,,
374,07-09-85,Turtle,Leatherback Sea Turtle,Dead,Kalaloch,Washington,-124.374,47.604,Estimate,0,0,0,Unknown,No Data,,
375,19-09-85,Turtle,Leatherback Sea Turtle,Dead,Twin Harbors,Washington,-124.113,46.857,Estimate,0,0,0,Unknown,No Data,,
376,10-10-85,Turtle,Leatherback Sea Turtle,Dead,Ocean Shores,Washington,-124.166,46.996,Estimate,0,0,0,Unknown,No Data,,
377,30-10-85,Turtle,Leatherback Sea Turtle,Dead,Queets,Washington,-124.353,47.534,Estimate,0,0,0,Unknown,No Data,,
378,09-10-87,Turtle,Leatherback Sea Turtle,Dead,Yellowbank,Washington,-124.685,48.095,Estimate,0,0,0,Unknown,No Data,,
379,21-07-93,Turtle,Leatherback Sea Turtle,Dead,Oysterville,Washington,-124.033,46.549,Estimate,0,0,0,Unknown,No Data,,
380,09-08-93,Turtle,Leatherback Sea Turtle,Live,La Push,Washington,-124.636,47.907,Estimate,0,0,0,Unknown,No Data,,
381,13-09-93,Turtle,Leatherback Sea Turtle,Dead,Leadbetter Point,Washington,-124.059,46.627,Estimate,0,0,0,Unknown,No Data,,
382,21-09-93,Turtle,Leatherback Sea Turtle,Dead,Fort Canby,Washington,-124.052,46.278,Estimate,0,0,0,Unknown,No Data,,
383,26-08-85,Turtle,Leatherback Sea Turtle (2+),Live,Off La Push,Washington,-124.636,47.907,Estimate,0,0,0,Unknown,No Data,,
384,02-11-83,Turtle,Loggerhead,Alive,Morro Bay Offshore,California,0,0,No Data,0,0,0,No Data,No Data,,
385,24-03-86,Turtle,Loggerhead,Alive,"Playa Del Rey, Scattergood Generating Station",California,0,0,No Data,0,0,0,No Data,No Data,,
386,10-04-86,Turtle,Loggerhead,Alive,"Playa Del Rey, Scattergood Generating Station",California,0,0,No Data,0,0,0,No Data,No Data,,
387,09-06-86,Turtle,Loggerhead,Fresh Dead,"Huntington Beach, Bolsa Chica State Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
388,31-07-90,Turtle,Loggerhead,Fresh Dead,"Huntington Beach, Bolsa Chica State Beach, Warner Avenue",California,0,0,No Data,0,0,0,No Data,No Data,,
389,01-08-90,Turtle,Loggerhead,Advanced Decomposition,"Seal Beach, At Jetty",California,0,0,No Data,0,0,0,No Data,No Data,,
390,12-08-90,Turtle,Loggerhead,Advanced Decomposition,"Seal Beach, South Of Seal Beach Pier",California,0,0,No Data,0,0,0,No Data,No Data,,
391,01-12-91,Turtle,Loggerhead,No Data,Shuyak Island,Alaska,-152.486,58.514,Estimate,0,0,0,No Data,No Data,,
392,21-04-92,Turtle,Loggerhead,Advanced Decomposition,"Huntington Beach, Huntington State Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
393,21-04-92,Turtle,Loggerhead,Fresh Dead,"Ventura, Offshore",California,0,0,No Data,0,0,0,No Data,No Data,,
394,27-08-92,Turtle,Loggerhead,Alive,"Point Loma, Offshore, 7 Miles South Of Point Loma",California,0,0,No Data,0,0,0,No Data,No Data,,
395,27-02-93,Turtle,Loggerhead,Alive,"San Onofre, San Onofre Nuclear Generating Station",California,0,0,No Data,0,0,0,No Data,No Data,,
396,07-05-93,Turtle,Loggerhead,Fresh Dead,"Huntington Beach, Bolsa Chica State Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
397,01-07-93,Turtle,Loggerhead,Alive,Cape Georgena,Alaska,-135.859,57.329,Estimate,0,0,0,No Data,No Data,,
398,19-07-93,Turtle,Loggerhead,Advanced Decomposition,"Santa Barbara, Base Of Mesa Lane Stairs",California,0,0,No Data,0,0,0,No Data,No Data,,
399,31-08-93,Turtle,Loggerhead,Advanced Decomposition,"Huntington Beach, Huntington State Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
400,01-09-93,Turtle,Loggerhead,Advanced Decomposition,"South Laguna, Aliso Beach County Park",California,0,0,No Data,0,0,0,No Data,No Data,,
401,01-03-94,Turtle,Loggerhead,No Data,"Lompoc, Vandenberg Air Force Base",California,0,0,No Data,0,0,0,No Data,No Data,,
402,02-08-94,Turtle,Loggerhead,Advanced Decomposition,"Huntington Beach, Bolsa Chica State Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
403,28-01-95,Turtle,Loggerhead,Alive,"Morro Bay, 95 Miles Offshore",California,0,0,No Data,0,0,0,No Data,No Data,,
404,28-09-95,Turtle,Loggerhead,Alive,"El Segundo, El Segundo Generating Station Untis 3&4",California,0,0,No Data,0,0,0,No Data,No Data,,
405,15-07-96,Turtle,Loggerhead,Alive,"San Onofre, San Onofre Nuclear Generating Station",California,0,0,No Data,0,0,0,No Data,No Data,,
406,30-09-96,Turtle,Loggerhead,Alive,"Playa Del Rey, Scattergood Generating Station - Ladwp Circulating Water Screen Bay (Entered Through Intake Tunnel)",California,0,0,No Data,0,0,0,No Data,No Data,,
407,11-09-97,Turtle,Loggerhead,No Data,"Mission Beach, Mission Beach, At Carmel Street",California,0,0,No Data,0,0,0,No Data,No Data,,
408,21-07-98,Turtle,Loggerhead,Moderate Decomposition,"Long Beach, Oil Island Freeman",California,0,0,No Data,0,0,0,No Data,No Data,,
409,10-09-98,Turtle,Loggerhead,Advanced Decomposition,"Solana Beach, Main Lifeguard Tower",California,0,0,No Data,0,0,0,No Data,No Data,,
410,16-04-00,Turtle,Loggerhead,Alive,"Malibu, In Front Of Paradise Cove Restaurant",California,0,0,No Data,0,0,0,No Data,No Data,,
411,25-08-00,Turtle,Loggerhead,Advanced Decomposition,"Sunset Beach, Anderson Street",California,0,0,No Data,0,0,0,No Data,No Data,,
412,10-08-01,Turtle,Loggerhead,Advanced Decomposition,"Huntington Beach, Bolsa Chica State Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
413,02-09-01,Turtle,Loggerhead,Moderate Decomposition,"Sunset Beach, Broadway & Pacific Coast Highway",California,0,0,No Data,0,0,0,No Data,No Data,,
414,24-11-01,Turtle,Loggerhead,Advanced Decomposition,"Huntington Beach, Bolsa Chica State Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
415,08-02-02,Turtle,Loggerhead,Fresh Dead,"Huntington Beach, Bolsa Chica State Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
416,23-07-06,Turtle,Loggerhead,Alive,Encinitas,California,0,0,No Data,0,0,0,No Data,No Data,,
417,25-08-07,Turtle,Loggerhead,Moderate Decomposition,"San Clemente, San Clemente",California,0,0,No Data,0,0,0,No Data,No Data,,
418,10-11-08,Turtle,Loggerhead,Alive,"Half Moon Bay, Poplar Beach, 3 Blocks South Of Horse Trail",California,0,0,No Data,0,0,0,No Data,No Data,,
419,15-10-09,Turtle,Loggerhead,Moderate Decomposition,"Hermosa Beach, Between 5Th & 6Th Streets",California,0,0,No Data,0,0,0,No Data,No Data,,
420,12-07-10,Turtle,Loggerhead,Alive,"San Onofre, San Onofre Nuclear Generating Station Unit 3",California,0,0,No Data,0,0,0,No Data,No Data,,
421,29-12-10,Turtle,Loggerhead,Alive,"Dillon Beach, Dillon Beach (Lawson's Resort), Gulf Of The Farallones National Marine Sanctuary, Near The Creek",California,0,0,No Data,0,0,0,No Data,No Data,,
422,17-01-12,Turtle,Loggerhead,Fresh Dead,"Salmon Creek Beach, With 40 Meters Of Handicap Ramp At Salmon Creek Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
423,16-08-12,Turtle,Loggerhead,Moderate Decomposition,Doheny State Beach In Dana Point. Found 3 Miles Straight Out From Harbor Mouth By A Fisherman (Roger Heely),California,0,0,No Data,0,0,0,No Data,No Data,,
424,01-08-13,Turtle,Loggerhead,No Data,Tower #22,California,0,0,No Data,0,0,0,No Data,No Data,,
425,08-05-14,Turtle,Loggerhead,Moderate Decomposition,At End Of Santa Cruz St,California,0,0,No Data,0,0,0,No Data,No Data,,
426,01-07-14,Turtle,Loggerhead,Moderate Decomposition,100 Yds North Of Lifeguard Tower 6 On Silver Strand State Beach,California,0,0,No Data,0,0,0,No Data,No Data,,
427,18-07-14,Turtle,Loggerhead,Moderate Decomposition,"Hollywood Beach, Channel Islands Harbor Area Of Ventura County, Ca; Coordinates From Google Earth = 34.100577/-119.140066 [Coordinates Later Corrected]; Just Below The Beach Berm At This Morning's High Tide Line At The Lifeguard Tower Just Out From La Cre",California,0,0,No Data,0,0,0,No Data,No Data,,
428,04-08-14,Turtle,Loggerhead,Advanced Decomposition,"Nbvc - Point Mugu, Holiday Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
429,27-09-14,Turtle,Loggerhead,Moderate Decomposition,Unincorporated; Hollywood Beach Near Los Feliz Street,California,0,0,No Data,0,0,0,No Data,No Data,,
430,16-03-15,Turtle,Loggerhead,Alive,Between Long Beach And Catalina Mid Channel,California,0,0,No Data,0,0,0,No Data,No Data,,
431,24-05-15,Turtle,Loggerhead,Moderate Decomposition,"Approximately 1 Mile North Of Imperial Beach Pier On Ocean Side Of Silver Strand. Specimen Was Originally Found At The High Tide Line, Was Moved By Initial Observer (Libby) About 100 Yards Inland, Behind Sand Dunes To Prevent The Carcass From Washing Away",California,0,0,No Data,0,0,0,No Data,No Data,,
432,24-05-15,Turtle,Loggerhead,Unknown Condition,"~150 Yards North Of Camp North's Lifeguard Tower, Right Near 2Nd Jetty North Of Imperial Beach Pier",California,0,0,No Data,0,0,0,No Data,No Data,,
433,25-09-15,Turtle,Loggerhead,No Data,Catalina Channel 18 Miles Between Long Beach And Avalon (Catalina Island),California,0,0,No Data,0,0,0,No Data,No Data,,
434,09-09-16,Turtle,Loggerhead,Advanced Decomposition,"Found In Wrack Line At ""Killer Dana"" Beach (Adjacent To Northern Jetty Wall/Behind Ocean Institute). Approximately 150 Feet North Of Stairway Entrance.",California,0,0,No Data,0,0,0,No Data,No Data,,
435,15-09-80,Turtle,Loggerhead Sea Turtle,Dead,Ocean Shores,Washington,-124.166,46.996,Estimate,0,0,0,Unknown,No Data,,
436,01-02-81,Turtle,Loggerhead Sea Turtle,Live,Benson Beach,Washington,-124.06,46.368,Estimate,0,0,0,Unknown,No Data,,
437,01-02-81,Turtle,Loggerhead Sea Turtle,Dead,Ocean Shores,Washington,-124.166,46.996,Estimate,0,0,0,Unknown,No Data,,
438,01-12-90,Turtle,Loggerhead Sea Turtle,Live,Ocean Shores,Washington,-124.166,46.996,Estimate,0,0,0,Unknown,No Data,,
439,14-08-92,Turtle,Loggerhead Sea Turtle,Live,Westport Bay,Washington,-124.117,46.907,Estimate,0,0,0,Unknown,No Data,,
440,11-05-93,Turtle,Loggerhead Sea Turtle,Live,Newport,Oregon,-124.062,44.631,Estimate,0,0,0,Unknown,No Data,,
441,24-01-98,Turtle,Loggerhead Sea Turtle,Unknown,Lincoln City,Oregon,-124.019,44.962,Estimate,0,0,0,Unknown,No Data,,
442,09-01-00,Turtle,Loggerhead Sea Turtle,Dead,Ocean Shores,Washington,-124.166,46.996,Estimate,0,0,0,Unknown,No Data,,
443,24-12-07,Turtle,Loggerhead Sea Turtle,Unkown,Gearhart,Oregon,-123.926,46.023,Estimate,0,0,0,Unknown,No Data,,
444,11-02-17,Turtle,Loggerhead Sea Turtle,Alive,Cannon Beach,Oregon,-123.96865,45.91075,Estimate,0,0,0,Female,No Data,,
445,01-03-17,Turtle,Loggerhead Sea Turtle,Fresh Dead,Neskowin,Oregon,-123.985,45.107143,Estimate,0,0,0,Unknown,No Data,,
446,23-04-08,Fish,Longnose Lancetfish,No Data,Pacific City,Oregon,-123.969,45.213,Estimate,0,0,0,No Data,No Data,,
447,14-05-08,Fish,Longnose Lancetfish,No Data,Nye Beach,Oregon,-124.062,44.639,Estimate,0,0,0,No Data,No Data,,
448,04-06-08,Fish,Longnose Lancetfish,No Data,Yachats,Oregon,-124.107,44.312,Estimate,134,0,0,No Data,No Data,,
449,11-06-08,Fish,Longnose Lancetfish,No Data,Depoe Bay Beacon,Oregon,-124.063,44.811,Estimate,0,0,0,No Data,No Data,,
450,26-03-09,Fish,Longnose Lancetfish,No Data,Beverly Beach,Oregon,-124.058,44.729,Estimate,0,0,0,No Data,No Data,,
451,07-04-09,Fish,Longnose Lancetfish,No Data,South Beach,Oregon,-124.066,44.61,Estimate,0,0,0,No Data,No Data,,
452,03-06-09,Fish,Longnose Lancetfish,No Data,Cannon Beach,Oregon,-123.96865,45.91075,Estimate,0,0,0,No Data,No Data,,
453,23-06-10,Fish,Longnose Lancetfish,No Data,South Beach,Oregon,-124.066,44.61,Estimate,0,0,0,No Data,No Data,,
454,03-05-12,Fish,Longnose Lancetfish,No Data,Neskowin Beach,Oregon,-123.985,45.107143,Estimate,0,0,0,No Data,No Data,,
455,06-05-12,Fish,Longnose Lancetfish,Alive,Moolack Beach,Oregon,-124.063,44.699,Estimate,0,0,0,No Data,No Data,,
456,13-05-12,Fish,Longnose Lancetfish,No Data,Mouth At Netarts,Oregon,-123.945,45.43,Estimate,0,0,0,No Data,No Data,,
457,02-07-03,Squid,No Data,No Data,Crescent City,Oregon,-124.207,41.75,Estimate,366,0,0,No Data,No Data,,
458,22-09-04,Squid,No Data,No Data,Rockaway Beach,Oregon,-123.945,45.615,Estimate,0,0,0,No Data,No Data,,
459,10-11-04,Squid,No Data,No Data,Driftwood Beach,Oregon,-124.081,44.464,Estimate,0,0,0,No Data,No Data,,
460,16-12-04,Squid,No Data,No Data,Seaside,Oregon,-123.931,45.989,Estimate,0,0,0,No Data,No Data,,
461,12-09-07,Shark,No Data,No Data,Ocean Shores,Washington,-124.166,46.996,Estimate,0,0,0,No Data,No Data,,
462,24-10-07,Shark,No Data,No Data,Rockaway Beach,Oregon,-123.945,45.615,Estimate,90,0,0,No Data,No Data,,
463,29-07-08,Squid,No Data,No Data,1 Mile N Of Yachats,Oregon,-124.101,44.329,Estimate,243,0,0,No Data,No Data,,
464,16-07-10,Squid,No Data,No Data,"Astoria, Sandines",Oregon,-123.831,46.189,Estimate,0,0,0,No Data,No Data,,
465,07-07-80,Turtle,Olive Ridley,Alive,San Diego,California,0,0,No Data,0,0,0,No Data,No Data,,
466,02-11-83,Turtle,Olive Ridley,Alive,Rodriguez Seamount Off Channel Islands,California,0,0,No Data,0,0,0,No Data,No Data,,
467,06-09-84,Turtle,Olive Ridley,Alive,"Pebble Beach, Point Joe",California,0,0,No Data,0,0,0,No Data,No Data,,
468,14-09-85,Turtle,Olive Ridley,Fresh Dead,"Huntington Beach, Bolsa Chica State Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
469,25-07-88,Turtle,Olive Ridley,Moderate Decomposition,"Marina, Marina State Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
470,21-06-89,Turtle,Olive Ridley,Alive,"San Pedro, Cabrillo Beach, Off Pier At Breakwater",California,0,0,No Data,0,0,0,No Data,No Data,,
471,22-06-89,Turtle,Olive Ridley,Alive,"Point Mugu, Point Mugu State Park, County Line Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
472,26-06-89,Turtle,Olive Ridley,Advanced Decomposition,"Huntington Beach, Bolsa Chica State Beach, Between Warner Avenue & Goldenwest Street",California,0,0,No Data,0,0,0,No Data,No Data,,
473,10-08-89,Turtle,Olive Ridley,Advanced Decomposition,"Huntington Beach, Bolsa Chica State Beach, Tower 20",California,0,0,No Data,0,0,0,No Data,No Data,,
474,16-08-90,Turtle,Olive Ridley,Fresh Dead,"Pacifica, Esplanade Beach, Near Pacifica Pier",California,0,0,No Data,0,0,0,No Data,No Data,,
475,01-06-91,Turtle,Olive Ridley,No Data,South Of Ketchikan,Alaska,-131.597,55.32,Estimate,0,0,0,No Data,No Data,,
476,25-10-91,Turtle,Olive Ridley,Alive,2 Miles Offshore Noyo Bay,California,0,0,No Data,0,0,0,No Data,No Data,,
477,22-05-92,Turtle,Olive Ridley,Fresh Dead,"Laguna Beach, Crystal Cove State Park, Reef Point",California,0,0,No Data,0,0,0,No Data,No Data,,
478,19-12-93,Turtle,Olive Ridley,Alive,"San Pedro, 22Nd Street Landing",California,0,0,No Data,0,0,0,No Data,No Data,,
479,04-12-94,Turtle,Olive Ridley,Fresh Dead,"Point Arena, Garcia River",California,0,0,No Data,0,0,0,No Data,No Data,,
480,08-10-96,Turtle,Olive Ridley,Alive,"Goleta, Goleta Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
481,30-10-96,Turtle,Olive Ridley,Alive,"Pacifica, Linda Mar Beach, South Of Pacifica",California,0,0,No Data,0,0,0,No Data,No Data,,
482,23-08-97,Turtle,Olive Ridley,No Data,"Santa Catalina Island, Santa Catalina Island",California,0,0,No Data,0,0,0,No Data,No Data,,
483,01-11-97,Turtle,Olive Ridley,No Data,"Samoa, Samoa Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
484,07-02-98,Turtle,Olive Ridley,Fresh Dead,"Piedras Blancas, Point Piedras Blancas, 1 Kilometer North",California,0,0,No Data,0,0,0,No Data,No Data,,
485,28-03-99,Turtle,Olive Ridley,Moderate Decomposition,"Redondo Beach, Redondo State Beach, Ruby Street",California,0,0,No Data,0,0,0,No Data,No Data,,
486,13-11-99,Turtle,Olive Ridley,Alive,"Orick, Hidden Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
487,15-02-00,Turtle,Olive Ridley,Moderate Decomposition,"Watsonville, Palm Beach, 50 Meters North Hof Beach Access On Beach Road (By Pajaro Dunes)",California,0,0,No Data,0,0,0,No Data,No Data,,
488,07-03-00,Turtle,Olive Ridley,Dried Mummified / Skeleton,"Marina, Fort Ord-Marina State Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
489,11-03-00,Turtle,Olive Ridley,Dried Mummified / Skeleton,"Morro Bay, 100 Meters South Of Morro Bay Harbor Entrance",California,0,0,No Data,0,0,0,No Data,No Data,,
490,11-04-00,Turtle,Olive Ridley,Alive,"Newport Beach, Newport Pier",California,0,0,No Data,0,0,0,No Data,No Data,,
491,19-09-00,Turtle,Olive Ridley,Advanced Decomposition,"Huntington Beach, Bolsa Chica State Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
492,07-10-00,Turtle,Olive Ridley,Advanced Decomposition,"Point Reyes National Seashore, Limantour Spit, West Of Parking Lot (2300 Meters), Point Reyes National Seashore (1 1/2 Miles W)",California,0,0,No Data,0,0,0,No Data,No Data,,
493,03-12-00,Turtle,Olive Ridley,Alive,"Long Beach, Offshore Oil Island Near Long Beach Breakwater",California,0,0,No Data,0,0,0,No Data,No Data,,
494,20-02-01,Turtle,Olive Ridley,Alive,"San Francisco, Fort Funston, Golden Gate National Recreation Area",California,0,0,No Data,0,0,0,No Data,No Data,,
495,13-03-01,Turtle,Olive Ridley,Fresh Dead,"La Jolla, North Of Scripps Pier, La Jolla Shores",California,0,0,No Data,0,0,0,No Data,No Data,,
496,15-12-02,Turtle,Olive Ridley,Alive,"La Selva, Lundborgh Beach (Trestle Beach), Just North Of Manresa State Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
497,23-12-02,Turtle,Olive Ridley,Alive,"Santa Barbara, 50 Feet Down Coast From Thousand Steps Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
498,11-07-03,Turtle,Olive Ridley,Advanced Decomposition,"Coronado, Dog Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
499,08-08-03,Turtle,Olive Ridley,Alive,"San Pedro, San Pedro Channel, Between Catalina Island & Mainland",California,0,0,No Data,0,0,0,No Data,No Data,,
500,06-10-03,Turtle,Olive Ridley,Advanced Decomposition,"Long Beach, Belmont Shore, Claremont Avenue Launch Ramp Area",California,0,0,No Data,0,0,0,No Data,No Data,,
501,26-01-04,Turtle,Olive Ridley,Alive,"Goleta, Ellwood Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
502,11-02-04,Turtle,Olive Ridley,Alive,"Oceanside, Camp Pendleton, At Las Pulgas Road",California,0,0,No Data,0,0,0,No Data,No Data,,
503,23-02-04,Turtle,Olive Ridley,Fresh Dead,"Cambria, East West Ranch",California,0,0,No Data,0,0,0,No Data,No Data,,
504,01-01-05,Turtle,Olive Ridley,Alive,"Carlsbad, South Carlsbad State Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
505,20-12-05,Turtle,Olive Ridley,Alive,"San Gregorio, San Gregorio State Beach, 100 Yards South Of Creek Mouth",California,0,0,No Data,0,0,0,No Data,No Data,,
506,20-11-06,Turtle,Olive Ridley,Alive,"Samoa, Samoa Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
507,04-02-08,Turtle,Olive Ridley,Alive,"Imperial Beach, Imperial Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
508,19-06-08,Turtle,Olive Ridley,Advanced Decomposition,"Carlsbad, South Carlsbad State Beach, Between Lifeguard Towers 22 And 23.",California,0,0,No Data,0,0,0,No Data,No Data,,
509,10-10-09,Turtle,Olive Ridley,Alive,"San Onofre, San Onofre Nuclear Generating Station",California,0,0,No Data,0,0,0,No Data,No Data,,
510,15-10-09,Turtle,Olive Ridley,Alive,"Lompoc, Vandenberg Air Force Base, Mouth Of Shuman Creek",California,0,0,No Data,0,0,0,No Data,No Data,,
511,25-11-09,Turtle,Olive Ridley,Alive,"Stinson Beach, Sea Drift Beach (Gulf Of The Farallones National Marine Sanctuary)",California,0,0,No Data,0,0,0,No Data,No Data,,
512,05-10-11,Turtle,Olive Ridley,Alive,"Hopkins Marine Station, Harbor Seal Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
513,03-12-11,Turtle,Olive Ridley,Fresh Dead,"Watsonville, Pajaro Dunes",California,0,0,No Data,0,0,0,No Data,No Data,,
514,11-01-12,Turtle,Olive Ridley,Alive,Camp Pendleton - Blue Beach/North Beach North,California,0,0,No Data,0,0,0,No Data,No Data,,00:00
515,04-04-12,Turtle,Olive Ridley,Alive,"Pebble Beach, Approximately 500 Ft. Upcoast From The Harbor Seal Haul Out On Fan Shell Beach.",California,0,0,No Data,0,0,0,No Data,No Data,,
516,28-04-12,Turtle,Olive Ridley,Advanced Decomposition,"Camp Pendleton, Aliso/White Beach, 58471 And 81027 Military Grid Reference",California,0,0,No Data,0,0,0,No Data,No Data,,
517,09-08-12,Turtle,Olive Ridley,Alive,"Richmond, Richmond Harbor, Inside Bay Marine Boat Works, 310 West Cutting Blvd",California,0,0,No Data,0,0,0,No Data,No Data,,
